_c0,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
741,Abie's Irish Rose,1946,96,null,3.2,17,24.5,14.5,4.5,4.5,4.5,14.5,0,14.5,0,14.5,,0,0,1,1,0,0,0
742,Abilene,1999,104,null,4.9,42,0,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,24.5,PG,0,0,0,1,0,0,0
743,Abilene Town,1946,89,null,6.4,102,0,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
744,"Abismos da Meia-Noite, Os",1984,105,null,4.4,10,34.5,0,0,0,24.5,0,24.5,0,0,34.5,,0,0,0,0,0,0,0
745,Abissinia,1993,87,null,5,17,0,0,14.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
746,Abjad,2003,109,null,6.6,39,0,0,0,4.5,4.5,24.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,1,0
747,Ablaze,2001,97,null,3.6,98,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,1,0,0,0
748,Able Edwards,2004,87,30000,6.2,24,14.5,4.5,4.5,0,0,14.5,14.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
749,"Able's House Is Green, The",2003,13,6800,9.4,5,0,0,0,0,0,0,0,24.5,24.5,64.5,,0,0,0,1,0,0,1
750,Abnormal Man,1994,117,null,1.7,12,64.5,4.5,0,0,4.5,0,0,0,0,14.5,,0,0,0,0,0,0,0
751,"Abominable Dr. Phibes, The",1971,94,null,6.7,1547,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,0,0,0,0,0
752,"Abominable Snow Rabbit, The",1961,7,null,6.9,97,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,1,1,0,0,0,1
753,"Abominable Snowman, The",1957,85,null,6,351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
754,"Abominable homme des douanes, L'",1963,86,null,3.8,6,0,14.5,14.5,45.5,0,0,0,0,0,14.5,,0,0,0,0,0,0,0
755,"Abomination, The",1986,100,null,2.4,132,64.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
756,Abot kamay ang pangarap,1996,100,null,8.4,5,0,0,0,0,0,0,44.5,0,44.5,24.5,,0,0,0,1,0,0,0
757,Abouna,2002,84,null,6.5,81,0,0,0,4.5,4.5,34.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
758,About Adam,2000,105,null,6.4,1303,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
759,About Face,1952,94,null,5,27,0,0,4.5,14.5,34.5,14.5,4.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
760,About Last Night...,1986,113,null,5.9,3017,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
761,About Mrs. Leslie,1954,104,null,6.5,77,4.5,0,4.5,4.5,4.5,14.5,14.5,34.5,4.5,14.5,,0,0,0,1,0,1,0
762,About Schmidt,2002,125,30000000,7.3,23279,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0
763,About a Boy,2002,101,27000000,7.5,18318,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,PG-13,0,0,1,1,0,0,0
764,About a Girl,2001,9,null,7.6,41,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,0,0,0,1
765,Above Freezing,1998,85,null,5,45,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
766,Above Suspicion,1943,90,null,6.6,224,4.5,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
767,Above Suspicion,1995,95,null,6.4,394,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
768,Above Suspicion,2000,92,null,5.8,128,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
769,Above Us the Waves,1955,92,null,6.7,134,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
770,Above and Beyond,1952,122,null,6.6,119,4.5,0,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,0,1,0,0,0
771,Above and Beyond,2001,91,null,4.3,35,14.5,4.5,14.5,24.5,14.5,0,4.5,4.5,0,14.5,,0,0,0,1,0,1,0
772,Above the Dust Level,1999,9,null,6.5,47,0,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,34.5,,0,0,1,0,0,0,1
773,Above the Law,1988,93,null,5.2,3126,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
774,Above the Rim,1994,96,null,5.8,1065,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
775,Abracadabra,1993,78,null,6.8,13,0,14.5,0,0,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
776,"Abrafaxe - Unter schwarzer Flagge, Die",2001,81,null,6.3,42,4.5,0,4.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
777,Abraham Lincoln,1930,97,null,5.6,149,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
778,Abrahams Gold,1990,95,null,9,31,0,0,0,0,0,4.5,4.5,4.5,34.5,44.5,,0,0,0,1,0,0,0
779,"Abraxas, Guardian of the Universe",1991,90,null,3.3,190,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
780,"Abrazo partido, El",2004,100,null,7.4,405,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
781,Abre los ojos,1997,117,null,7.8,8087,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,1,0
782,Abroad with Two Yanks,1944,80,null,5.8,17,0,0,4.5,4.5,24.5,14.5,24.5,14.5,0,4.5,,0,0,1,0,0,0,0
783,Abschied,1930,80,15000,6.7,14,4.5,4.5,0,4.5,4.5,14.5,14.5,4.5,24.5,14.5,,0,0,0,0,0,0,0
784,Abschied vom falschen Paradies,1989,92,null,4.5,10,0,0,14.5,14.5,14.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
785,Abschied von den Wolken,1959,99,null,5.8,6,0,14.5,14.5,14.5,0,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
786,Abschied von gestern - (Anita G.),1966,88,null,7.8,46,0,0,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
787,Abschiedswalzer,1934,87,null,6.4,5,0,0,0,24.5,0,0,24.5,64.5,0,0,,0,0,0,0,0,0,0
788,"Absence of Light, The",2004,94,null,7.5,6,14.5,0,0,0,0,14.5,0,14.5,0,45.5,,0,0,0,0,0,0,0
789,Absence of Malice,1981,116,null,6.8,1849,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
790,"Absence, L'",1993,112,null,6.2,15,0,4.5,0,0,4.5,24.5,4.5,4.5,14.5,44.5,,0,0,0,0,0,0,0
791,"Absent Minded Professor, The",1961,97,null,6.5,1293,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
792,Absent Without Leave,1992,95,null,5.3,31,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,0,34.5,,0,0,0,1,0,1,0
793,"Absent-Minded Waiter, The",1977,7,null,7.6,140,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,1,0,0,0,1
794,Absolon,2003,96,8000000,4.1,548,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
795,Absolument fabuleux,2001,105,null,4.9,242,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
796,Absolut,2004,94,null,6.4,20,0,4.5,4.5,14.5,0,4.5,44.5,14.5,24.5,4.5,,0,0,0,0,0,0,0
797,Absolut Warhola,2001,80,null,6.3,50,4.5,0,0,4.5,4.5,14.5,24.5,34.5,4.5,14.5,,0,0,0,0,1,0,0
798,Absolutamente Certo,1957,95,null,6.1,13,0,0,0,4.5,14.5,4.5,44.5,24.5,0,0,,0,0,1,0,0,0,0
799,Absolute Beginners,1986,108,null,5.3,601,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
800,Absolute Force,1997,91,null,6.2,9,24.5,0,14.5,0,14.5,14.5,24.5,0,0,24.5,,1,0,0,0,0,0,0
801,Absolute Giganten,1999,72,null,7.6,660,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,1,0,1,1,0,1,0
802,Absolute Power,1997,121,50000000,6.4,7995,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
803,Absolute Quiet,1936,70,null,5.5,28,4.5,0,4.5,24.5,24.5,24.5,24.5,4.5,0,0,,0,0,0,1,0,0,0
804,Absolutely Positive,1991,87,null,7.8,8,0,0,0,0,0,14.5,14.5,45.5,24.5,0,,0,0,0,0,1,0,0
805,Absolution,1978,95,null,5.5,123,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
806,Absolution,2001,23,13000,1.6,8,14.5,14.5,0,0,0,0,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,1
807,"Absolution of Anthony, The",1997,13,null,5.4,19,0,0,4.5,14.5,14.5,24.5,14.5,4.5,0,24.5,,0,0,1,1,0,0,1
808,Abu el Banat,1973,88,null,8,5,0,0,0,0,0,0,24.5,44.5,0,44.5,,0,0,0,1,0,0,0
809,Abuelitos,1999,15,null,5.3,30,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,34.5,,0,0,0,1,0,0,1
810,"Abuelo Cheno y otras historias, El",1994,30,null,4.5,7,0,0,0,14.5,0,0,0,0,44.5,44.5,,0,0,0,0,1,0,1
811,Abuelo Made in Spain,1969,90,null,3.9,37,14.5,4.5,14.5,4.5,24.5,4.5,4.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
812,"Abuelo tiene un plan, El",1973,90,null,3.5,22,34.5,4.5,0,14.5,14.5,14.5,0,0,0,14.5,,0,0,1,0,0,0,0
813,"Abuelo, El",1998,147,null,7.7,423,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,0,1,0,0,0
814,Abus de confiance,1938,88,null,6.1,12,0,0,4.5,4.5,0,4.5,74.5,0,0,0,,0,0,0,1,0,0,0
815,Abuse,1983,94,null,6.8,39,0,4.5,4.5,4.5,4.5,4.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
816,Abusement Park,1947,7,null,5.2,10,0,0,0,24.5,44.5,24.5,14.5,0,0,14.5,,0,1,1,0,0,0,1
817,Abuzer Kadayif,2000,104,null,5.7,79,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
818,"Abwab al Moghlaka, Al",1999,107,null,6.1,47,4.5,4.5,4.5,4.5,14.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
819,Abwege,1928,107,null,8.2,16,0,0,0,0,0,4.5,14.5,34.5,34.5,14.5,,0,0,0,0,0,0,0
820,Abxang,2003,102,null,7.2,5,0,0,0,0,0,44.5,24.5,24.5,24.5,0,,0,0,0,0,1,0,0
821,"Abyss, The",1989,171,69500000,7.4,21987,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0,0
822,Academy Boyz,1997,90,null,8.9,24,14.5,0,0,0,0,0,0,14.5,4.5,64.5,,0,0,0,0,0,0,0
823,"Acadie, l'Acadie, L'",1971,75,null,6,7,0,0,14.5,0,0,0,0,44.5,44.5,0,,0,0,0,0,1,0,0
824,Acapulco Gold,1978,105,null,4,25,4.5,4.5,14.5,24.5,24.5,4.5,14.5,4.5,0,0,,0,0,0,0,0,0,0
825,"Acapulco, prima spiaggia... a sinistra",1983,88,null,4.7,22,4.5,0,4.5,14.5,4.5,14.5,14.5,14.5,0,14.5,,0,0,1,0,0,0,0
826,Accadde al commissariato,1954,105,null,6.2,15,0,0,4.5,14.5,14.5,24.5,24.5,14.5,0,0,,0,0,1,0,0,0,0
827,Accadde al penitenziario,1955,95,null,6.1,7,0,0,0,14.5,0,24.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
828,Accattone,1961,120,null,7.6,434,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
829,Accelerator,1999,86,null,6.3,162,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
830,Accent on Youth,1935,77,null,5.1,5,0,24.5,0,0,24.5,44.5,24.5,0,0,0,,0,0,1,0,0,1,0
831,Acceptable Levels,1983,100,null,5.7,10,0,14.5,0,14.5,24.5,24.5,34.5,14.5,0,0,,0,0,0,0,0,0,0
832,Access Code,1984,88,null,3.4,17,14.5,24.5,34.5,14.5,4.5,0,0,4.5,0,0,,0,0,0,0,0,0,0
833,Access Denied,1997,95,null,3.8,43,14.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
834,Accident,1967,105,600000,7.1,340,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
835,Accident,1985,121,null,6.5,11,14.5,0,14.5,0,4.5,0,0,4.5,0,44.5,,0,0,0,0,0,0,0
836,"Accidental Tourist, The",1988,121,null,6.7,4025,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
837,Accidents,1988,86,null,4.9,20,4.5,4.5,14.5,24.5,4.5,14.5,4.5,14.5,0,14.5,,0,0,0,0,0,0,0
838,Accidents,2000,15,null,6.6,5,0,0,0,0,24.5,64.5,0,0,0,24.5,,0,0,0,0,0,0,1
839,Accidents Will Happen,1938,62,null,4.6,41,14.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
840,"Accompagnatrice, L'",1992,111,null,6.9,207,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
841,According to Spencer,2001,95,null,4.1,124,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,R,0,0,1,0,0,1,0
842,Accordion Tribe,2004,87,null,7.4,8,0,0,0,0,14.5,34.5,0,14.5,24.5,14.5,,0,0,0,0,1,0,0
843,Account Rendered,1957,59,null,5.1,15,0,14.5,4.5,4.5,24.5,4.5,44.5,0,0,0,,0,0,0,0,0,0,0
844,"Accountant, The",1989,100,null,6.3,19,14.5,0,0,0,14.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
845,"Accountant, The",1999,50,5000,6.3,19,4.5,0,4.5,4.5,4.5,0,24.5,4.5,24.5,34.5,,1,0,0,0,0,0,0
846,"Accountant, The",2001,35,null,7.5,159,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,44.5,,0,0,1,0,0,0,1
847,"Accueil de jour, L'",2000,18,null,8.5,5,0,0,0,0,0,0,0,24.5,84.5,0,,0,0,0,0,1,0,1
848,"Accueil familial, vieillir comme chez soi, L'",1996,17,null,9,5,0,0,0,0,0,0,0,0,100,0,,0,0,0,0,1,0,1
849,Accused of Murder,1956,74,null,5.6,16,0,0,0,14.5,45.5,14.5,14.5,4.5,0,0,,0,0,0,0,0,0,0
850,"Accused, The",1949,101,null,6.9,120,4.5,4.5,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
851,"Accused, The",1988,111,null,7.1,4589,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
852,Ace Drummond,1936,255,null,6.9,22,0,0,4.5,0,24.5,24.5,14.5,24.5,4.5,0,,1,0,0,0,0,0,0
853,Ace Eli and Rodger of the Skies,1973,89,null,5.7,60,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
854,Ace Up My Sleeve,1976,92,null,4.7,34,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
855,Ace Ventura: Pet Detective,1994,86,12000000,6.2,20705,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
856,Ace Ventura: When Nature Calls,1995,90,30000000,4.9,15161,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
857,Ace in the Hole,1951,111,1821052,7.9,1097,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
858,Ace of Aces,1933,76,null,5.8,45,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
859,"Ace of Hearts, The",1921,75,null,6.7,138,0,0,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
860,Aces High,1976,114,null,6.2,315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
861,Aces Wild,1936,63,null,6.1,8,0,0,0,0,24.5,24.5,14.5,14.5,0,24.5,,0,0,0,0,0,0,0
862,Aces and Eights,1936,62,null,6.3,10,0,0,0,0,24.5,34.5,45.5,0,0,0,,0,0,0,0,0,0,0
863,Aces: Iron Eagle III,1992,98,null,3.2,536,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
864,Ach Egon!,1961,90,null,4.9,30,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
865,"Ach Shel Driks, Ha-",1994,50,null,7.3,13,0,0,0,0,0,14.5,34.5,24.5,24.5,4.5,,0,0,0,1,0,0,0
866,Ach du lieber Harry,1981,85,null,5.1,54,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,0,4.5,,0,0,1,0,0,0,0
867,Ach jodel mir noch einen,1974,73,null,4,130,24.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
868,"Ache in Every Stake, An",1941,18,null,8.1,84,0,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,1,0,0,0,1
869,Achilles,1996,11,null,8,33,4.5,0,0,4.5,4.5,0,4.5,24.5,24.5,34.5,,0,0,0,0,0,0,1
870,Achilles' Love,2000,90,null,4.4,20,34.5,4.5,14.5,4.5,4.5,14.5,0,4.5,14.5,14.5,PG,0,0,1,0,0,1,0
871,"Achte Tag, Der",1990,99,null,6.3,16,4.5,4.5,0,0,4.5,14.5,14.5,34.5,14.5,4.5,,0,0,0,0,0,0,0
872,Achterland,1994,93,null,3.2,12,34.5,14.5,34.5,0,0,0,0,0,4.5,4.5,,0,0,0,0,0,0,0
873,Achtung! Banditi!,1951,90,null,5.1,11,0,0,0,4.5,45.5,4.5,4.5,0,4.5,4.5,,0,0,0,1,0,0,0
874,"Achtung, fertig, Charlie!",2003,92,null,4.9,286,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,,0,0,1,0,0,1,0
875,"Acid Eaters, The",1968,65,null,3.3,24,24.5,4.5,0,14.5,14.5,4.5,4.5,0,0,24.5,,0,0,0,1,0,0,0
876,"Acid House, The",1998,111,null,5.8,1117,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
877,Acne,2005,72,null,7.1,9,14.5,0,0,14.5,0,14.5,14.5,24.5,0,34.5,,0,0,1,0,0,0,0
878,Acordar,2001,20,null,7.6,5,0,0,24.5,0,0,24.5,0,0,24.5,44.5,,0,0,0,0,0,0,1
879,Acosada,1984,90,null,1.5,9,74.5,14.5,0,0,0,0,14.5,0,0,0,,0,0,0,0,0,0,0
880,Acqua e sapone,1983,109,null,6.1,82,0,0,4.5,4.5,24.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
881,"Acqua... il fuoco, L'",2003,94,null,7.9,9,14.5,14.5,0,0,24.5,0,0,14.5,0,44.5,,0,0,0,0,0,0,0
882,Acquaria,2003,103,null,3.9,89,24.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
883,Acquasanta Joe,1971,94,null,4.8,15,4.5,0,4.5,24.5,24.5,14.5,4.5,4.5,0,14.5,,1,0,0,0,0,0,0
884,Acri,1996,108,null,4.6,11,4.5,0,0,0,4.5,24.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
885,"Acrobate, L'",1976,101,null,6.6,5,0,0,0,24.5,0,0,24.5,24.5,0,44.5,,0,0,0,0,0,0,0
886,"Acrobate, Le",1997,123,null,6.4,43,4.5,0,4.5,0,4.5,14.5,14.5,34.5,14.5,4.5,,0,0,0,0,0,0,0
887,Acrobatty Bunny,1946,8,null,7.2,72,4.5,4.5,0,4.5,4.5,14.5,34.5,34.5,0,4.5,,0,1,1,0,0,0,1
888,Acropol,1995,125,null,6.7,21,4.5,0,0,4.5,4.5,4.5,14.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
889,Across 110th Street,1972,102,null,6.6,325,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
890,Across This Land with Stompin' Tom Connors,1973,90,null,7.3,10,0,0,0,0,0,14.5,14.5,44.5,0,44.5,,0,0,0,0,1,0,0
891,Across the Atlantic,2003,54,null,7.3,12,0,0,0,0,0,4.5,45.5,44.5,0,0,,0,0,0,0,1,0,0
892,Across the Badlands,1950,55,null,7.3,10,0,0,0,14.5,0,0,44.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
893,Across the Bridge,1957,103,null,6.9,68,0,0,4.5,0,4.5,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
894,Across the Great Divide,1976,100,null,6,82,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
895,Across the Line,2000,99,null,5.6,48,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,,0,0,0,1,0,0,0
896,Across the Moon,1995,88,null,4.3,93,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,1,0
897,Across the Pacific,1942,97,null,6.6,493,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,0,0,0,1,0
898,Across the Rio Grande,1949,56,null,6,11,0,0,0,24.5,14.5,14.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
899,Across the Sea of Time,1995,51,null,6.3,90,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
900,Across the Sierras,1941,59,null,5.1,11,0,24.5,0,14.5,24.5,24.5,0,0,0,0,,0,0,0,0,0,0,0
901,Across the Tracks,1991,100,null,5.4,436,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
902,Across the Wide Missouri,1951,78,5000000,6.1,209,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
903,Across to Singapore,1928,86,290000,6.4,53,0,0,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
904,Act One,1963,110,null,5.4,20,0,4.5,4.5,4.5,14.5,24.5,34.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
905,Act Your Age,1949,13,null,2.5,7,24.5,0,44.5,14.5,14.5,0,0,0,0,0,,0,0,0,1,0,0,1
906,"Act of Murder, An",1948,91,null,7.4,54,0,4.5,0,0,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
907,Act of Piracy,1988,101,null,4.2,73,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
908,"Act of Seeing with One's Own Eyes, The",1971,32,null,6.9,93,4.5,4.5,4.5,0,4.5,14.5,4.5,14.5,24.5,24.5,,0,0,0,0,1,0,1
909,Act of Violence,1948,82,null,7.4,274,0,0,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
910,Act of War,1998,94,null,3.5,64,24.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
911,Act of the Heart,1970,103,null,5.9,64,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
912,"Act, The",1982,94,null,5.5,8,14.5,14.5,14.5,0,0,45.5,0,0,0,14.5,,0,0,0,0,0,0,0
913,"Act, The",2005,8,null,8.2,10,0,0,14.5,0,14.5,0,0,14.5,44.5,34.5,,0,0,0,0,0,0,1
914,Acta General de Chile,1986,240,null,7.3,10,14.5,0,0,0,0,0,24.5,14.5,24.5,44.5,,0,0,0,0,1,0,0
915,Actas de Marusia,1976,110,null,5.7,33,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,34.5,,0,0,0,1,0,0,0
916,"Acteur, L'",1974,6,null,6.5,5,0,0,0,0,0,44.5,64.5,0,0,0,,0,1,0,0,0,0,1
917,"Acteurs anonymes, Les",2001,90,null,6.2,16,4.5,4.5,4.5,4.5,4.5,24.5,34.5,0,4.5,4.5,,0,0,0,0,0,0,0
918,"Acteurs, Les",2000,103,null,5.1,232,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
919,Action,1980,121,null,4,15,0,0,14.5,44.5,0,14.5,0,24.5,0,14.5,,0,0,0,1,0,0,0
920,Action Jackson,1988,96,null,4.4,1743,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
921,Action League Now!!: Rock-A-Big-Baby,1997,5,null,2.8,26,14.5,4.5,4.5,0,0,14.5,4.5,4.5,4.5,44.5,PG,0,1,1,0,0,0,1
922,Action Nitsch-Journiac,1989,10,null,5.7,6,0,0,14.5,0,0,0,14.5,34.5,34.5,0,,1,0,0,0,0,0,1
923,Action On the Beach,1964,6,null,6.6,6,14.5,0,0,0,0,34.5,14.5,0,0,34.5,,0,0,0,0,1,0,1
924,Action U.S.A.,1989,89,null,5,21,14.5,4.5,4.5,4.5,14.5,4.5,4.5,0,4.5,24.5,,1,0,0,0,0,0,0
925,Action de corps exclu,1983,15,null,8.7,6,0,0,0,0,0,0,0,64.5,34.5,0,,1,0,0,0,0,0,1
926,Action for Slander,1937,83,null,5.6,12,14.5,0,0,0,14.5,14.5,24.5,0,14.5,4.5,,0,0,0,1,0,0,0
